155.94.88.58 - - [03/Oct/2017:08:51:29 +0200] "GET / HTTP/1.0" 403 468 "-" "sysscan/1.0 (https://github.com/robertdavidgraham/sysscan)"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-carousel/shared/assets/css/photoswipe/photoswipe.min.css?ver=1.3.6 HTTP/1.1" 200 2161 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-google-maps/assets/css/styles.min.css?ver=1.3.2 HTTP/1.1" 200 411 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/omp-content-blocks/assets/css/styles.min.css?ver=1 HTTP/1.1" 200 665 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-carousel/shared/assets/css/images.min.css?ver=1.3.6 HTTP/1.1" 200 509 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-device/assets/css/styles.min.css?ver=1.3.2 HTTP/1.1" 200 2919 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/omp-image/assets/css/styles.min.css?ver=1.0.0 HTTP/1.1" 200 667 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/omp-container/assets/css/styles.min.css?ver=1.0.0 HTTP/1.1" 200 501 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/themes/seriously/assets/css/et-line.css HTTP/1.1" 200 2010 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-carousel/shared/assets/css/grid.min.css?ver=1.3.6 HTTP/1.1" 200 5141 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/omp-font-i-want/temp/files/instant/wp-content/plugins/omp-font-i-want/includes/20170813115611_main.js HTTP/1.1" 200 318 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/themes/seriously/assets/js/vendor/modernizr.min.js HTTP/1.1" 200 4860 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1 HTTP/1.1" 200 4367 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/omp-font-i-want/temp/files/instant/wp-content/plugins/omp-font-i-want/assets/libs/webfontloader/20170813115611_webfontloader.js HTTP/1.1" 200 5427 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/js_composer/assets/lib/bower/nivoslider/nivo-slider.min.css?ver=5.0.1 HTTP/1.1" 200 803 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/js_composer/assets/lib/bower/nivoslider/themes/default/default.min.css?ver=5.0.1 HTTP/1.1" 200 862 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/js_composer/assets/lib/prettyphoto/css/prettyPhoto.min.css?ver=5.0.1 HTTP/1.1" 200 3167 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-carousel/shared/assets/js/vendor/masonry/imagesloaded.pkgd.min.js?ver=4.1.0 HTTP/1.1" 200 2105 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-carousel/shared/assets/js/vendor/masonry/masonry.pkgd.min.js?ver=4.1.0 HTTP/1.1" 200 7544 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-carousel/shared/assets/js/vendor/lazysizes.min.js?ver=1.1.3 HTTP/1.1" 200 3025 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-carousel/shared/assets/js/lazysizes.min.js?ver=1.3.6 HTTP/1.1" 200 459 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/themes/seriously/assets/js/vendor/reactive-images-css.umd.min.js HTTP/1.1" 200 6934 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-includes/js/jquery/jquery.js?ver=1.12.4 HTTP/1.1" 200 34121 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-carousel/shared/assets/js/vendor/photoswipe/photoswipe-ui-default.min.js?ver=4.0.8 HTTP/1.1" 200 4090 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-carousel/shared/assets/js/vendor/photoswipe/photoswipe.min.js?ver=4.0.8 HTTP/1.1" 200 12454 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-carousel/shared/assets/js/photoswipe-lightbox.min.js?ver=1.3.6 HTTP/1.1" 200 2324 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/themes/seriously/assets/css/style.min.css HTTP/1.1" 200 24430 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-carousel/assets/js/scripts.min.js?ver=1.3.2 HTTP/1.1" 200 7566 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-device/assets/js/scripts.min.js?ver=1.3.2 HTTP/1.1" 200 1041 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-carousel/shared/assets/js/grid.js?ver=1.3.6 HTTP/1.1" 200 1596 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-carousel/shared/assets/js/jquery.delayed.js?ver=1.0.0 HTTP/1.1" 200 594 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-carousel/shared/assets/js/vendor/scrollmagic/scrollmagic.min.js?ver=2.0.5 HTTP/1.1" 200 6416 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-carousel/shared/assets/js/vendor/scrollmagic/jquery.scrollmagic.min.js?ver=2.0.5 HTTP/1.1" 200 666 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-carousel/shared/assets/js/scroll.min.js?ver=1.3.6 HTTP/1.1" 200 1197 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-google-maps/assets/js/scripts.min.js?ver=1.3.2 HTTP/1.1" 200 1174 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/omp-container/assets/js/scripts.min.js?ver=1.0.0 HTTP/1.1" 200 1155 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-includes/js/comment-reply.min.js?ver=4.8.1 HTTP/1.1" 200 940 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-includes/js/imagesloaded.min.js?ver=3.2.0 HTTP/1.1" 200 2830 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-includes/js/wp-embed.min.js?ver=4.8.1 HTTP/1.1" 200 1102 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=5.0.1 HTTP/1.1" 200 5959 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.0.1 HTTP/1.1" 200 44738 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/js_composer/assets/lib/bower/nivoslider/jquery.nivo.slider.pack.js?ver=5.0.1 HTTP/1.1" 200 3427 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/js_composer/assets/lib/prettyphoto/js/jquery.prettyPhoto.min.js?ver=5.0.1 HTTP/1.1" 200 6528 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/uploads/2016/12/fifa1jpg-400x400.jpg HTTP/1.1" 200 21632 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/uploads/2016/12/fifa2-400x400.jpg HTTP/1.1" 200 24902 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-includes/js/wp-emoji-release.min.js?ver=4.8.1 HTTP/1.1" 200 4652 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/themes/seriously/assets/js/vendor/select2.full.min.js HTTP/1.1" 200 21560 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/uploads/2016/12/fifa3-400x400.png HTTP/1.1" 200 123004 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/uploads/2016/12/resultsUnity-400x400.png HTTP/1.1" 200 153496 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/themes/seriously/assets/js/scripts.min.js HTTP/1.1" 200 79284 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/uploads/2017/08/visualStudioBackgroundBlurred.jpg HTTP/1.1" 200 111064 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/uploads/2017/08/image-1-150x150.jpg HTTP/1.1" 200 8808 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/om-cc-carousel/shared/assets/fonts/creative-social-icons.woff2?17463142 HTTP/1.1" 200 12760 "http://dhein.ddns.net/portfolio/wp-content/plugins/om-cc-carousel/shared/assets/css/social-icons.min.css?ver=1.3.6" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/uploads/2016/12/unityScattering-400x400.png HTTP/1.1" 200 177802 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/plugins/js_composer/assets/lib/bower/nivoslider/themes/default/loading.gif HTTP/1.1" 200 2047 "http://dhein.ddns.net/portfolio/wp-content/plugins/js_composer/assets/lib/bower/nivoslider/themes/default/default.min.css?ver=5.0.1" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/uploads/2016/12/starfall2-400x400.png HTTP/1.1" 200 204488 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/themes/seriously/assets/fonts/ionicons.ttf?v=2.0.0 HTTP/1.1" 200 188834 "http://dhein.ddns.net/portfolio/wp-content/themes/seriously/assets/css/ionicons.min.css" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:24 +0200] "GET /portfolio/wp-content/plugins/js_composer/assets/lib/bower/nivoslider/themes/default/bullets.png HTTP/1.1" 200 1591 "http://dhein.ddns.net/portfolio/wp-content/plugins/js_composer/assets/lib/bower/nivoslider/themes/default/default.min.css?ver=5.0.1" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:24 +0200] "GET /portfolio/wp-content/plugins/js_composer/assets/lib/bower/nivoslider/themes/default/arrows.png HTTP/1.1" 200 1133 "http://dhein.ddns.net/portfolio/wp-content/plugins/js_composer/assets/lib/bower/nivoslider/themes/default/default.min.css?ver=5.0.1" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:23 +0200] "GET /portfolio/wp-content/uploads/2016/12/starfall1-400x400.png HTTP/1.1" 200 262584 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:24 +0200] "GET /portfolio/wp-content/uploads/2017/08/image-1-300x300.jpg HTTP/1.1" 200 24964 "http://dhein.ddns.net/portfolio/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:24 +0200] "GET /favicon.ico HTTP/1.1" 404 509 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
84.134.110.21 - - [04/Oct/2017:23:31:24 +0200] "GET /favicon.ico HTTP/1.1" 404 509 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:55.0) Gecko/20100101 Firefox/55.0"
